time,time_label,geo,geo_label,na_item,na_item_label,unit,unit_label,freq,freq_label,OBS_VALUE
2000,2000,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,111.1
2001,2001,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,116.4
2002,2002,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,116.0
2003,2003,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,120.5
2004,2004,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,122.1
2005,2005,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,121.8
2006,2006,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,119.2
2007,2007,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,115.4
2008,2008,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,114.3
2009,2009,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,112.5
2010,2010,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,112.6
2011,2011,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,111.1
2012,2012,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,108.3
2013,2013,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,106.0
2014,2014,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,102.6
2015,2015,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,100.4
2016,2016,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,102.6
2017,2017,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,101.0
2018,2018,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,99.4
2019,2019,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,96.0
2020,2020,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,94.3
2021,2021,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,92.9
2022,2022,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,91.0
2023,2023,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,86.2
2024,2024,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,85.8
2025,2025,IT,Italy,P32_S13,Collective consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,85.6
1995,1995,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,91.2
1996,1996,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,101.1
1997,1997,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,106.2
1998,1998,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,106.2
1999,1999,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,104.7
2000,2000,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,106.7
2001,2001,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,110.9
2002,2002,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,109.7
2003,2003,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,111.1
2004,2004,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,112.4
2005,2005,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,112.8
2006,2006,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,111.0
2007,2007,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,107.7
2008,2008,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,105.8
2009,2009,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,104.3
2010,2010,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,103.0
2011,2011,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,100.3
2012,2012,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,97.9
2013,2013,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,95.5
2014,2014,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,93.4
2015,2015,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,91.3
2016,2016,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,91.3
2017,2017,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,90.2
2018,2018,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,89.0
2019,2019,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,86.2
2020,2020,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,85.0
2021,2021,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,83.7
2022,2022,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,83.0
2023,2023,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,80.3
2024,2024,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,78.8
2025,2025,IT,Italy,P3_S13,Final consumption expenditure of general government,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,77.9
1995,1995,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,106.9
1996,1996,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,116.5
1997,1997,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,122.4
1998,1998,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,122.9
1999,1999,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,122.8
2000,2000,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,123.4
2001,2001,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,122.8
2002,2002,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,122.0
2003,2003,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,122.3
2004,2004,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,121.5
2005,2005,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,120.2
2006,2006,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,119.2
2007,2007,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,116.9
2008,2008,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,114.3
2009,2009,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,114.2
2010,2010,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,112.8
2011,2011,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,112.3
2012,2012,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,109.9
2013,2013,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,107.8
2014,2014,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,106.8
2015,2015,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,106.3
2016,2016,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,105.4
2017,2017,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,104.5
2018,2018,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,103.3
2019,2019,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,101.6
2020,2020,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,97.9
2021,2021,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,97.9
2022,2022,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,98.7
2023,2023,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,98.0
2024,2024,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,96.6
2025,2025,IT,Italy,P41,Actual individual consumption,PC_EU27_2020_HAB_MEUR_CP,"Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices",A,Annual,95.2
1995,1995,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,126.0
1996,1996,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,125.5
1997,1997,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,125.1
1998,1998,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,125.2
1999,1999,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,123.1
2000,2000,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,122.5
2001,2001,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,120.9
2002,2002,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,118.6
2003,2003,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,117.8
2004,2004,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,113.7
2005,2005,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,111.7
2006,2006,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,110.6
2007,2007,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,109.1
2008,2008,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,108.3
2009,2009,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,107.5
2010,2010,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,105.5
2011,2011,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,104.8
2012,2012,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,103.1
2013,2013,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,100.2
2014,2014,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,97.9
2015,2015,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,96.7
2016,2016,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,98.7
2017,2017,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,97.6
2018,2018,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,96.5
2019,2019,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,95.7
2020,2020,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,93.0
2021,2021,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,95.6
2022,2022,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,97.8
2023,2023,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,98.2
2024,2024,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,97.7
2025,2025,IT,Italy,B1GQ,Gross domestic product at market prices,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,95.9
1995,1995,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,125.7
1996,1996,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,124.3
1997,1997,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,125.7
1998,1998,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,127.3
1999,1999,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,125.9
2000,2000,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,125.9
2001,2001,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,123.9
2002,2002,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,120.8
2003,2003,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,120.3
2004,2004,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,116.6
2005,2005,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,115.3
2006,2006,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,115.1
2007,2007,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,113.9
2008,2008,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,113.1
2009,2009,IT,Italy,P3,Final consumption expenditure,PC_EU27_2020_HAB_MPPS_CP,"Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices",A,Annual,111.6
