Type,Country/area,Subregion,Region,Plant / Project name,Unit / Phase name,Plant / Project name (local),Plant / Project name (other),Capacity (MW),Status,Start year,Retired year,Technology,Fuel,Hydrogen production,Hydrogen capable,Country/area 1 (hydropower only),Country/area 2 (hydropower only),Country/area 1 Capacity (MW) (hydropower only),Country/area 2 Capacity (MW) (hydropower only),Owner,Parent,CHP,CCS,Conversion/replacement,Unit conversion year,Conversion from/replacement of (fuel),Conversion from/replacement of (GEM unit ID),Captive Industry Type,Captive Industry Use,Captive Non Industry Use,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (state, province)",GEM location ID,GEM unit/phase ID,GEM.Wiki URL
oil/gas,Italy,Southern Europe,Europe,Terni power station,1,,Terni Edison CC 1,95.0,operating,2000,,combined cycle,fossil gas: natural gas,,,,,,,Edison SpA [100%],Edison SpA [100.0%],no,,,,,,,,,42.554,12.6176,exact,Terni,,,Terni,L100000400466,G100000400466,https://www.gem.wiki/Terni_power_station
oil/gas,Italy,Southern Europe,Europe,Teverola power station,1,,,404.0,operating,1997,,combined cycle,fossil gas: natural gas,,,,,,,Repower AG [100%],Elektrizitätswerke des Kantons Zürich [38.5%]; Canton of Graubünden [27.0%]; UBS Clean Energy Infrastructure Switzerland KmGK [22.9%],not found,,,,,,,,,41.00915,14.2286,exact,Teverola,,,Caserta,L100000400366,G100000400366,https://www.gem.wiki/Teverola_power_station
oil/gas,Italy,Southern Europe,Europe,Tolmezzo power station,1,,,20.0,operating,2022,,steam turbine,fossil gas: natural gas,,not found,,,,,Mosaico Speciality Papers [100%],BG Holdings SRL [91.7%]; unknown [8.3%],yes,not found,,,,,pulp & paper,both,none,46.407008,12.938572,exact,Villa Santina,,,Udine,L100000407558,G100000409809,https://www.gem.wiki/Tolmezzo_power_station
oil/gas,Italy,Southern Europe,Europe,Torino Nord power station,1,,,395.0,operating,2011,,combined cycle,fossil gas: natural gas,,,,,,,Iren Energia SpA [100%],Iren SpA [100.0%],yes,,,,,,,,,45.10383,7.61308,exact,Torino,,,Turin,L100000400468,G100000400468,https://www.gem.wiki/Torino_Nord_power_station
oil/gas,Italy,Southern Europe,Europe,Torrevaldaliga Nord power station,CC,,,800.0,cancelled,,,combined cycle,fossil gas: natural gas,,not found,,,,,Enel SpA [100%],Enel SpA [100.0%],not found,not found,replacement,,,,,,,42.1269,11.7583,exact,Civitavecchia,,,Rome,L100000102854,G100000401336,https://www.gem.wiki/Torrevaldaliga_Nord_power_station
oil/gas,Italy,Southern Europe,Europe,Torrevaldaliga Sud power station,TV5,,,760.0,operating,2004,,combined cycle,fossil gas: natural gas,,,,,,,Tirreno Power SpA [100%],Energia Italiana SpA [50.0%]; ENGIE SA [50.0%],yes,,,,,,,,,42.1241,11.7624,exact,Civitavecchia,,,Rome,L100000400469,G100000400469,https://www.gem.wiki/Torrevaldaliga_Sud_power_station
oil/gas,Italy,Southern Europe,Europe,Torrevaldaliga Sud power station,TV6,,,380.0,operating,2005,,combined cycle,fossil gas: natural gas,,,,,,,Tirreno Power SpA [100%],Energia Italiana SpA [50.0%]; ENGIE SA [50.0%],yes,,,,,,,,,42.1241,11.7624,exact,Civitavecchia,,,Rome,L100000400469,G100000400470,https://www.gem.wiki/Torrevaldaliga_Sud_power_station
oil/gas,Italy,Southern Europe,Europe,Torrevaldaliga Sud power station,TV7,,,900.0,cancelled,,,combined cycle,fossil gas: natural gas,,not found,,,,,Tirreno Power SpA [100%],Energia Italiana SpA [50.0%]; ENGIE SA [50.0%],yes,not found,,,,,,,,42.1241,11.7624,exact,Civitavecchia,,,Rome,L100000400469,G100000409807,https://www.gem.wiki/Torrevaldaliga_Sud_power_station
oil/gas,Italy,Southern Europe,Europe,Torviscosa power station,1,,,867.0,operating,2006,,combined cycle,fossil gas: natural gas,,,,,,,Edison SpA [100%],Edison SpA [100.0%],not found,,,,,,,,,45.817,13.2891,exact,Torviscosa,,,Udine,L100000400471,G100000400471,https://www.gem.wiki/Torviscosa_power_station
oil/gas,Italy,Southern Europe,Europe,Trapani power station,1,Centrale elettrica di Trapani,,107.8,operating,1987,2024.0,gas turbine,fossil gas: natural gas,,,,,,,EP Produzione SpA [100%],Energetický a průmyslový holding AS [100.0%],not found,,,,,,,,,37.87674,12.58922,exact,Trapani,,,Trapani,L100000400472,G100000400472,https://www.gem.wiki/Trapani_power_station
oil/gas,Italy,Southern Europe,Europe,Trapani power station,2,Centrale elettrica di Trapani,,107.8,operating,1988,2024.0,gas turbine,fossil gas: natural gas,,,,,,,EP Produzione SpA [100%],Energetický a průmyslový holding AS [100.0%],not found,,,,,,,,,37.87674,12.58922,exact,Trapani,,,Trapani,L100000400472,G100000400473,https://www.gem.wiki/Trapani_power_station
oil/gas,Italy,Southern Europe,Europe,Trapani power station,2-1,Centrale elettrica di Trapani,,55.0,pre-construction,2024,,gas turbine,fossil gas: natural gas,,not found,,,,,EP Produzione SpA [100%],Energetický a průmyslový holding AS [100.0%],not found,not found,,,,,,,,37.87674,12.58922,exact,Trapani,,,Trapani,L100000400472,G100000409806,https://www.gem.wiki/Trapani_power_station
oil/gas,Italy,Southern Europe,Europe,Trapani power station,2-2,Centrale elettrica di Trapani,,55.0,pre-construction,2024,,gas turbine,fossil gas: natural gas,,not found,,,,,EP Produzione SpA [100%],Energetický a průmyslový holding AS [100.0%],not found,not found,,,,,,,,37.87674,12.58922,exact,Trapani,,,Trapani,L100000400472,G100000409805,https://www.gem.wiki/Trapani_power_station
oil/gas,Italy,Southern Europe,Europe,Trapani power station,2-3,Centrale elettrica di Trapani,,55.0,pre-construction,2024,,gas turbine,fossil gas: natural gas,,not found,,,,,EP Produzione SpA [100%],Energetický a průmyslový holding AS [100.0%],not found,not found,,,,,,,,37.87674,12.58922,exact,Trapani,,,Trapani,L100000400472,G100000409804,https://www.gem.wiki/Trapani_power_station
oil/gas,Italy,Southern Europe,Europe,Trapani power station,2-4,Centrale elettrica di Trapani,,55.0,pre-construction,2024,,gas turbine,fossil gas: natural gas,,not found,,,,,EP Produzione SpA [100%],Energetický a průmyslový holding AS [100.0%],not found,not found,,,,,,,,37.87674,12.58922,exact,Trapani,,,Trapani,L100000400472,G100000409803,https://www.gem.wiki/Trapani_power_station
oil/gas,Italy,Southern Europe,Europe,Turbigo power station,4,Centrale di Turbigo,,855.0,operating,2008,,combined cycle,fossil gas: natural gas,,,,,,,Iren Energia SpA [100%],Iren SpA [100.0%],no,,,,,,,,,45.52051,8.74128,exact,Turbigo,,,Milan,L100000400474,G100000400474,https://www.gem.wiki/Turbigo_power_station
oil/gas,Italy,Southern Europe,Europe,Turbigo power station,5,Centrale di Turbigo,,430.0,operating,2022,,combined cycle,fossil gas: natural gas,,hydrogen capable: turbine,,,,,Iren Energia SpA [100%],Iren SpA [100.0%],not found,not found,,,,,,,,45.52051,8.74128,exact,Turbigo,,,Milan,L100000400474,G100000406334,https://www.gem.wiki/Turbigo_power_station
oil/gas,Italy,Southern Europe,Europe,Vado Ligure power station,VL5,,,800.0,operating,2007,,combined cycle,fossil gas: natural gas,,,,,,,Tirreno Power SpA [100%],Energia Italiana SpA [50.0%]; ENGIE SA [50.0%],no,,replacement,,,,,,,44.2755,8.4305,exact,Vado Ligure,,,Savona,L100000102858,G100000400475,https://www.gem.wiki/Vado_Ligure_power_station
oil/gas,Italy,Southern Europe,Europe,Vado Ligure power station,VL7,,,900.0,cancelled,,,combined cycle,fossil gas: natural gas,,,,,,,Tirreno Power SpA [100%],Energia Italiana SpA [50.0%]; ENGIE SA [50.0%],not found,,,,,,,,,44.2755,8.4305,exact,Vado Ligure,,,Savona,L100000102858,G100000409802,https://www.gem.wiki/Vado_Ligure_power_station
oil/gas,Italy,Southern Europe,Europe,Valbasento power station,IC1&2,,,44.0,operating,1999,,ICCC,fossil gas: natural gas,,,,,,,Tecnoparco Valbasento SpA [100%],Tecnoparco Valbasento SpA [100.0%],yes,,,,,,other,both,,40.424524,16.557279,approximate,Pisticci Scalo,,,Pisticci Scalo,L100000408761,G100000412781,https://www.gem.wiki/Valbasento_power_station
oil/gas,Italy,Southern Europe,Europe,Valbasento power station,ST1,,,140.0,operating,1972,,steam turbine,"fossil liquids: heavy fuel oil, fossil gas: natural gas",,,,,,,Tecnoparco Valbasento SpA [100%],Tecnoparco Valbasento SpA [100.0%],yes,,,,,,other,both,,40.424524,16.557279,approximate,Pisticci Scalo,,,Pisticci Scalo,L100000408761,G100000412780,https://www.gem.wiki/Valbasento_power_station
oil/gas,Italy,Southern Europe,Europe,Valbasento power station,ST2,,,140.0,operating,1972,,steam turbine,"fossil liquids: heavy fuel oil, fossil gas: natural gas",,,,,,,Tecnoparco Valbasento SpA [100%],Tecnoparco Valbasento SpA [100.0%],yes,,,,,,other,both,,40.424524,16.557279,approximate,Pisticci Scalo,,,Pisticci Scalo,L100000408761,G100000412779,https://www.gem.wiki/Valbasento_power_station
oil/gas,Italy,Southern Europe,Europe,Verzuolo power station,1,,,140.0,operating,2002,,combined cycle,fossil gas: natural gas,,,,,,,Smurfit Kappa Group PLC [100%],Smurfit Kappa Group PLC [100.0%],yes,,,,,,,,,44.5947,7.4858,exact,Verzuolo,,,Cuneo,L100000400477,G100000400477,https://www.gem.wiki/Verzuolo_power_station
oil/gas,Italy,Southern Europe,Europe,Voghera power station,1,,,400.0,operating,2005,,combined cycle,fossil gas: natural gas,,,,,,,Engie Italia SpA [100%],ENGIE SA [100.0%],no,,,,,,,,,45.0296,8.9723,exact,Voghera,,,Pavia,L100000400478,G100000400478,https://www.gem.wiki/Voghera_power_station
coal,Italy,Southern Europe,Europe,Andrea Palladio power station,Unit 1,,Fusina power station,165.0,retired,1964,2021.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,45.4314,12.2468,exact,Fusina,,Venezia,Veneto,L100000102860,G100000100196,https://www.gem.wiki/Andrea_Palladio_power_station
coal,Italy,Southern Europe,Europe,Andrea Palladio power station,Unit 2,,Fusina power station,171.0,retired,1969,2021.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,45.4314,12.2468,exact,Fusina,,Venezia,Veneto,L100000102860,G100000100197,https://www.gem.wiki/Andrea_Palladio_power_station
coal,Italy,Southern Europe,Europe,Andrea Palladio power station,Unit 3,,Fusina power station,320.0,retired,1974,2023.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,45.4314,12.2468,exact,Fusina,,Venezia,Veneto,L100000102860,G100000100198,https://www.gem.wiki/Andrea_Palladio_power_station
coal,Italy,Southern Europe,Europe,Andrea Palladio power station,Unit 4,,Fusina power station,320.0,retired,1974,2023.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,45.4314,12.2468,exact,Fusina,,Venezia,Veneto,L100000102860,G100000100199,https://www.gem.wiki/Andrea_Palladio_power_station
coal,Italy,Southern Europe,Europe,Brescia power station,Unit 3,,,75.0,retired,1988,2020.0,unknown,anthracite,,,,,,,A2A SpA [100%],A2A SpA [100.0%],,,,,,,,,,45.516389,10.212222,exact,Brescia,,,Lombardy,L100000102851,G100000101049,https://www.gem.wiki/Brescia_power_station
coal,Italy,Southern Europe,Europe,Brindisi Nord power station,Unit 1,,,320.0,retired,1969,2008.0,subcritical,bituminous,,,,,,,Edipower SpA [100%],A2A SpA [100.0%],,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000101057,https://www.gem.wiki/Brindisi_Nord_power_station
coal,Italy,Southern Europe,Europe,Brindisi Nord power station,Unit 2,,,320.0,retired,1969,2008.0,subcritical,bituminous,,,,,,,Edipower SpA [100%],A2A SpA [100.0%],,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000101058,https://www.gem.wiki/Brindisi_Nord_power_station
coal,Italy,Southern Europe,Europe,Brindisi Nord power station,Unit 3,,,320.0,retired,1979,2020.0,subcritical,bituminous,,,,,,,Edipower SpA [100%],A2A SpA [100.0%],,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000101059,https://www.gem.wiki/Brindisi_Nord_power_station
coal,Italy,Southern Europe,Europe,Brindisi Nord power station,Unit 4,,,320.0,retired,1979,2020.0,subcritical,bituminous,,,,,,,Edipower SpA [100%],A2A SpA [100.0%],,,,,,,,,,40.644119,17.980801,exact,Brindisi,,Brindisi,Apulia,L100000102841,G100000101060,https://www.gem.wiki/Brindisi_Nord_power_station
coal,Italy,Southern Europe,Europe,Brindisi Sud power station,Unit 1,,"Federico II, Federico 5 (Unit 4), Federico 3 (Unit 2), Federico 4 (Unit 3), Federico 2 (Unit 1)",660.0,operating,1991,2025.0,supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,40.563636,18.032206,exact,Brindisi,,Brindisi,Apulia,L100000102842,G100000101061,https://www.gem.wiki/Brindisi_Sud_power_station
coal,Italy,Southern Europe,Europe,Brindisi Sud power station,Unit 2,,"Federico II, Federico 5 (Unit 4), Federico 3 (Unit 2), Federico 4 (Unit 3), Federico 2 (Unit 1)",660.0,retired,1992,2020.0,supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,40.563636,18.032206,exact,Brindisi,,Brindisi,Apulia,L100000102842,G100000101062,https://www.gem.wiki/Brindisi_Sud_power_station
coal,Italy,Southern Europe,Europe,Brindisi Sud power station,Unit 3,,"Federico II, Federico 5 (Unit 4), Federico 3 (Unit 2), Federico 4 (Unit 3), Federico 2 (Unit 1)",660.0,operating,1992,2025.0,supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,40.563636,18.032206,exact,Brindisi,,Brindisi,Apulia,L100000102842,G100000101063,https://www.gem.wiki/Brindisi_Sud_power_station
coal,Italy,Southern Europe,Europe,Brindisi Sud power station,Unit 4,,"Federico II, Federico 5 (Unit 4), Federico 3 (Unit 2), Federico 4 (Unit 3), Federico 2 (Unit 1)",660.0,operating,1993,2025.0,supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,40.563636,18.032206,exact,Brindisi,,Brindisi,Apulia,L100000102842,G100000101064,https://www.gem.wiki/Brindisi_Sud_power_station
coal,Italy,Southern Europe,Europe,Enel Genova power station,Unit 3,,,70.0,retired,1952,2014.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,44.402696,8.904247,exact,Genova,,Genova,Liguria,L100000102848,G100000102638,https://www.gem.wiki/Enel_Genova_power_station
coal,Italy,Southern Europe,Europe,Enel Genova power station,Unit 4,,,70.0,retired,1952,2014.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,44.402696,8.904247,exact,Genova,,Genova,Liguria,L100000102848,G100000102639,https://www.gem.wiki/Enel_Genova_power_station
coal,Italy,Southern Europe,Europe,Enel Genova power station,Unit 6,,,155.0,retired,1960,2017.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,44.402696,8.904247,exact,Genova,,Genova,Liguria,L100000102848,G100000102640,https://www.gem.wiki/Enel_Genova_power_station
coal,Italy,Southern Europe,Europe,Eurallumina power station,--,,,95.0,cancelled,2018,,unknown,bituminous,,,,,,,Eurallumina [100%],United Company RUSAL PJSC,,,,,,,,,,39.206886,8.396481,exact,Portovesme,,,Carbonia-Iglesias,L100000104405,G100000113826,https://www.gem.wiki/Eurallumina_power_station
coal,Italy,Southern Europe,Europe,Fiume Santo power station,Unit 3,,,320.0,operating,1992,2025.0,subcritical,bituminous,,,,,,,EP Produzione SpA,Energetický a průmyslový holding AS,,,,,,,,,,40.846447,8.307164,exact,Porto Torres (Posthudorra),,Sassari (Tàtari),Sardegna,L100000102856,G100000102764,https://www.gem.wiki/Fiume_Santo_power_station
coal,Italy,Southern Europe,Europe,Fiume Santo power station,Unit 4,,,320.0,operating,1993,,subcritical,bituminous,,,,,,,EP Produzione SpA,Energetický a průmyslový holding AS,,,,,,,,,,40.846447,8.307164,exact,Porto Torres (Posthudorra),,Sassari (Tàtari),Sardegna,L100000102856,G100000102765,https://www.gem.wiki/Fiume_Santo_power_station
coal,Italy,Southern Europe,Europe,Fiume Santo power station,Unit 5,,,410.0,cancelled,2016,,supercritical,bituminous,,,,,,,EP Produzione SpA,Energetický a průmyslový holding AS,,,,,,,,,,40.8461,8.3068,approximate,Porto Torres,,,Sassar,L100000102856,G100000102766,https://www.gem.wiki/Fiume_Santo_power_station
coal,Italy,Southern Europe,Europe,La Spezia power station,Unit 5,,,600.0,retired,1967,2021.0,supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,44.112151,9.8842,exact,La Spezia,,La Spezia,Liguria,L100000102849,G100000106077,https://www.gem.wiki/La_Spezia_power_station
coal,Italy,Southern Europe,Europe,Monfalcone power station,Unit 1,,,165.0,retired,1965,2024.0,subcritical,bituminous,,,,,,,A2A SpA [100%],A2A SpA [100.0%],,,,,,,,,,45.7979,13.5455,exact,Monfalcone,,Gorizia,Friuli-Venezia Giulia,L100000102846,G100000106990,https://www.gem.wiki/Monfalcone_power_station
coal,Italy,Southern Europe,Europe,Monfalcone power station,Unit 2,,,171.0,retired,1970,2024.0,subcritical,bituminous,,,,,,,A2A SpA [100%],A2A SpA [100.0%],,,,,,,,,,45.7979,13.5455,exact,Monfalcone,,Gorizia,Friuli-Venezia Giulia,L100000102846,G100000106991,https://www.gem.wiki/Monfalcone_power_station
coal,Italy,Southern Europe,Europe,Monfalcone power station,Unit 5,,,340.0,cancelled,,,supercritical,bituminous,,,,,,,A2A SpA [100%],A2A SpA [100.0%],,,,,,,,,,45.7979,13.5455,exact,Monfalcone,,,Gorizia,L100000102846,G100000106992,https://www.gem.wiki/Monfalcone_power_station
coal,Italy,Southern Europe,Europe,Ottana power plant,--,,,140.0,cancelled,,,unknown,bituminous,,,,,,,Ottana Energia SpA [100%],Ottana Energia SpA [100.0%],,,,,,,,,,40.233555,9.03855,approximate,Ottana,,,Nuoro,L100000102852,G100000107707,https://www.gem.wiki/Ottana_power_plant
coal,Italy,Southern Europe,Europe,Pietrafitta power station,Unit 1,,,34.0,retired,1958,2001.0,subcritical,unknown,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,42.9954,12.1995,exact,Panicale,,,Perugia,L100000104723,G100000114661,https://www.gem.wiki/Pietrafitta_power_station
coal,Italy,Southern Europe,Europe,Pietrafitta power station,Unit 2,,,34.0,retired,1958,2001.0,subcritical,unknown,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,42.9954,12.1995,exact,Panicale,,,Perugia,L100000104723,G100000114662,https://www.gem.wiki/Pietrafitta_power_station
coal,Italy,Southern Europe,Europe,Pietro Vannucci power station,Unit 1,,Bastardo power station,75.0,retired,1989,2019.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,42.896993,12.538264,exact,Gualdo Cattaneo,,Perugia,Umbria,L100000102859,G100000107978,https://www.gem.wiki/Pietro_Vannucci_power_station
coal,Italy,Southern Europe,Europe,Pietro Vannucci power station,Unit 2,,Bastardo power station,75.0,retired,1990,2019.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,42.896993,12.538264,exact,Gualdo Cattaneo,,Perugia,Umbria,L100000102859,G100000107979,https://www.gem.wiki/Pietro_Vannucci_power_station
coal,Italy,Southern Europe,Europe,Piombino power station,--,,,900.0,cancelled,,,unknown,unknown,,,,,,,JSW Steel Ltd [100%],JSW Steel Ltd [100.0%],,,,,,,iron & steel,,,42.916667,10.533333,approximate,Piombino,,,Livorno,L100000102850,G100000108007,https://www.gem.wiki/Piombino_power_station
coal,Italy,Southern Europe,Europe,Porto Marghera Enel power station,Unit 2,,,70.0,retired,1952,2015.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,45.459395,12.231839,exact,Venezia-Mestre,,Venezia,Veneto,L100000102861,G100000108104,https://www.gem.wiki/Porto_Marghera_Enel_power_station
coal,Italy,Southern Europe,Europe,Porto Marghera Enel power station,Unit 3,,,70.0,retired,1956,2015.0,subcritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,45.459395,12.231839,exact,Venezia-Mestre,,Venezia,Veneto,L100000102861,G100000108105,https://www.gem.wiki/Porto_Marghera_Enel_power_station
coal,Italy,Southern Europe,Europe,Porto Tolle power station,Unit 5RP,,,660.0,cancelled,2014,,ultra-supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,44.94968,12.32452,approximate,Porto Tolle,,,Rovigo,L100000102855,G100000108107,https://www.gem.wiki/Porto_Tolle_power_station
coal,Italy,Southern Europe,Europe,Porto Tolle power station,Unit 6RP,,,660.0,cancelled,2014,,ultra-supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,44.94968,12.32452,approximate,Porto Tolle,,,Rovigo,L100000102855,G100000108108,https://www.gem.wiki/Porto_Tolle_power_station
coal,Italy,Southern Europe,Europe,Porto Tolle power station,Unit 7RP,,,660.0,cancelled,2014,,ultra-supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,44.94968,12.32452,approximate,Porto Tolle,,,Rovigo,L100000102855,G100000108109,https://www.gem.wiki/Porto_Tolle_power_station
coal,Italy,Southern Europe,Europe,Rossano Calabro power station,Unit 5,,,800.0,cancelled,2012,,supercritical,bituminous,,,,,,,Enel SpA [100%],Enel SpA [100.0%],,,,,,,,,,39.622666,16.606747,approximate,Rossano,,,Cosenza,L100000102845,G100000108641,https://www.gem.wiki/Rossano_Calabro_power_station
